escrow_txn_id,reference_type,reference_id,buyer_id,seller_or_vendor_id,amount_inr,hold_date,release_date,status,milestone_trigger
ESC-31578,Order Purchase,ORD-11578,CUST-1578,STR-504,2997,2025-11-27,2025-11-27,Released,Delivery Audit Confirmed
ESC-31579,Order Purchase,ORD-11579,CUST-1579,STR-505,2796,2025-06-02,PENDING,Held,Delivery Audit Confirmed
ESC-31580,Order Purchase,ORD-11580,CUST-1580,STR-501,998,2025-11-04,2025-11-04,Released,Delivery Audit Confirmed
ESC-31581,Order Purchase,ORD-11581,CUST-1581,STR-502,6998,2025-05-05,2025-05-05,Released,Delivery Audit Confirmed
ESC-31582,Order Purchase,ORD-11582,CUST-1582,STR-503,499,2025-09-28,2025-09-28,Released,Delivery Audit Confirmed
ESC-31583,Order Purchase,ORD-11583,CUST-1583,STR-504,9996,2025-05-27,2025-05-27,Released,Delivery Audit Confirmed
ESC-31584,Order Purchase,ORD-11584,CUST-1584,STR-505,699,2025-09-26,2025-09-26,Released,Delivery Audit Confirmed
ESC-31585,Order Purchase,ORD-11585,CUST-1585,STR-501,1398,2025-01-10,2025-01-10,Released,Delivery Audit Confirmed
ESC-31586,Order Purchase,ORD-11586,CUST-1586,STR-502,4497,2025-11-16,2025-11-16,Released,Delivery Audit Confirmed
ESC-31587,Order Purchase,ORD-11587,CUST-1587,STR-503,9996,2025-04-13,2025-04-13,Released,Delivery Audit Confirmed
ESC-31588,Order Purchase,ORD-11588,CUST-1588,STR-504,4497,2025-12-29,2025-12-29,Released,Delivery Audit Confirmed
ESC-31589,Order Purchase,ORD-11589,CUST-1589,STR-505,1497,2025-10-03,PENDING,Held,Delivery Audit Confirmed
ESC-31590,Order Purchase,ORD-11590,CUST-1590,STR-501,1398,2026-06-22,2026-06-22,Released,Delivery Audit Confirmed
ESC-31591,Order Purchase,ORD-11591,CUST-1591,STR-502,3996,2025-10-23,PENDING,Held,Delivery Audit Confirmed
ESC-31592,Order Purchase,ORD-11592,CUST-1592,STR-503,998,2026-03-13,2026-03-13,Released,Delivery Audit Confirmed
ESC-31593,Order Purchase,ORD-11593,CUST-1593,STR-504,499,2025-03-31,2025-03-31,Released,Delivery Audit Confirmed
ESC-31594,Order Purchase,ORD-11594,CUST-1594,STR-505,2998,2025-04-07,2025-04-07,Released,Delivery Audit Confirmed
ESC-31595,Order Purchase,ORD-11595,CUST-1595,STR-501,4497,2025-10-23,2025-10-23,Released,Delivery Audit Confirmed
ESC-31596,Order Purchase,ORD-11596,CUST-1596,STR-502,7497,2026-01-23,2026-01-23,Released,Delivery Audit Confirmed
ESC-31597,Order Purchase,ORD-11597,CUST-1597,STR-503,5996,2025-04-20,2025-04-20,Released,Delivery Audit Confirmed
ESC-31598,Order Purchase,ORD-11598,CUST-1598,STR-504,1398,2025-11-17,2025-11-17,Released,Delivery Audit Confirmed
ESC-31599,Order Purchase,ORD-11599,CUST-1599,STR-505,1996,2026-03-29,2026-03-29,Released,Delivery Audit Confirmed
ESC-31600,Order Purchase,ORD-11600,CUST-1600,STR-501,999,2025-10-02,2025-10-02,Released,Delivery Audit Confirmed
ESC-31601,Order Purchase,ORD-11601,CUST-1601,STR-502,10497,2025-08-27,PENDING,Refunded,Delivery Audit Confirmed
ESC-31602,Order Purchase,ORD-11602,CUST-1602,STR-503,13996,2025-08-23,2025-08-23,Released,Delivery Audit Confirmed
ESC-31603,Order Purchase,ORD-11603,CUST-1603,STR-504,2998,2025-01-02,2025-01-02,Released,Delivery Audit Confirmed
ESC-31604,Order Purchase,ORD-11604,CUST-1604,STR-505,998,2026-05-05,PENDING,Refunded,Delivery Audit Confirmed
ESC-31605,Order Purchase,ORD-11605,CUST-1605,STR-501,1398,2025-10-07,PENDING,Held,Delivery Audit Confirmed
ESC-31606,Order Purchase,ORD-11606,CUST-1606,STR-502,13996,2025-06-07,2025-06-07,Released,Delivery Audit Confirmed
ESC-31607,Order Purchase,ORD-11607,CUST-1607,STR-503,5996,2025-07-25,2025-07-25,Released,Delivery Audit Confirmed
ESC-31608,Order Purchase,ORD-11608,CUST-1608,STR-504,4497,2025-04-14,2025-04-14,Released,Delivery Audit Confirmed
ESC-31609,Order Purchase,ORD-11609,CUST-1609,STR-505,13996,2025-05-20,PENDING,Refunded,Delivery Audit Confirmed
ESC-31610,Order Purchase,ORD-11610,CUST-1610,STR-501,1996,2025-11-06,2025-11-06,Released,Delivery Audit Confirmed
ESC-31611,Order Purchase,ORD-11611,CUST-1611,STR-502,1998,2026-05-13,2026-05-13,Released,Delivery Audit Confirmed
ESC-31612,Order Purchase,ORD-11612,CUST-1612,STR-503,1998,2026-02-09,2026-02-09,Released,Delivery Audit Confirmed
ESC-31613,Order Purchase,ORD-11613,CUST-1613,STR-504,1996,2025-01-25,2025-01-25,Released,Delivery Audit Confirmed
ESC-31614,Order Purchase,ORD-11614,CUST-1614,STR-505,1499,2025-03-27,2025-03-27,Released,Delivery Audit Confirmed
ESC-31615,Order Purchase,ORD-11615,CUST-1615,STR-501,699,2026-06-11,2026-06-11,Released,Delivery Audit Confirmed
ESC-31616,Order Purchase,ORD-11616,CUST-1616,STR-502,3499,2025-11-07,2025-11-07,Released,Delivery Audit Confirmed
ESC-31617,Order Purchase,ORD-11617,CUST-1617,STR-503,7497,2025-03-17,2025-03-17,Released,Delivery Audit Confirmed
ESC-31618,Order Purchase,ORD-11618,CUST-1618,STR-504,1996,2026-02-27,2026-02-27,Released,Delivery Audit Confirmed
ESC-31619,Order Purchase,ORD-11619,CUST-1619,STR-505,2796,2025-05-20,2025-05-20,Released,Delivery Audit Confirmed
ESC-31620,Order Purchase,ORD-11620,CUST-1620,STR-501,1497,2026-06-23,2026-06-23,Released,Delivery Audit Confirmed
ESC-31621,Order Purchase,ORD-11621,CUST-1621,STR-502,1497,2025-06-09,2025-06-09,Released,Delivery Audit Confirmed
ESC-31622,Order Purchase,ORD-11622,CUST-1622,STR-503,9996,2026-03-23,PENDING,Refunded,Delivery Audit Confirmed
ESC-31623,Order Purchase,ORD-11623,CUST-1623,STR-504,1398,2026-03-21,2026-03-21,Released,Delivery Audit Confirmed
ESC-31624,Order Purchase,ORD-11624,CUST-1624,STR-505,6998,2025-12-18,2025-12-18,Released,Delivery Audit Confirmed
ESC-31625,Order Purchase,ORD-11625,CUST-1625,STR-501,9996,2026-04-11,2026-04-11,Released,Delivery Audit Confirmed
ESC-31626,Order Purchase,ORD-11626,CUST-1626,STR-502,3996,2025-07-10,2025-07-10,Released,Delivery Audit Confirmed
ESC-31627,Order Purchase,ORD-11627,CUST-1627,STR-503,9996,2026-03-16,2026-03-16,Released,Delivery Audit Confirmed
ESC-31628,Order Purchase,ORD-11628,CUST-1628,STR-504,2499,2025-02-17,2025-02-17,Released,Delivery Audit Confirmed
ESC-31629,Order Purchase,ORD-11629,CUST-1629,STR-505,7497,2025-03-29,2025-03-29,Released,Delivery Audit Confirmed
ESC-31630,Order Purchase,ORD-11630,CUST-1630,STR-501,1998,2026-05-06,2026-05-06,Released,Delivery Audit Confirmed
ESC-31631,Order Purchase,ORD-11631,CUST-1631,STR-502,998,2026-02-04,2026-02-04,Released,Delivery Audit Confirmed
ESC-31632,Order Purchase,ORD-11632,CUST-1632,STR-503,1398,2026-02-11,2026-02-11,Released,Delivery Audit Confirmed
ESC-31633,Order Purchase,ORD-11633,CUST-1633,STR-504,10497,2025-01-07,2025-01-07,Released,Delivery Audit Confirmed
ESC-31634,Order Purchase,ORD-11634,CUST-1634,STR-505,9996,2026-05-17,PENDING,Refunded,Delivery Audit Confirmed
ESC-31635,Order Purchase,ORD-11635,CUST-1635,STR-501,10497,2025-05-30,2025-05-30,Released,Delivery Audit Confirmed
ESC-31636,Order Purchase,ORD-11636,CUST-1636,STR-502,2796,2026-04-12,PENDING,Refunded,Delivery Audit Confirmed
ESC-31637,Order Purchase,ORD-11637,CUST-1637,STR-503,10497,2025-04-16,PENDING,Held,Delivery Audit Confirmed
ESC-31638,Order Purchase,ORD-11638,CUST-1638,STR-504,2499,2025-07-30,2025-07-30,Released,Delivery Audit Confirmed
ESC-31639,Order Purchase,ORD-11639,CUST-1639,STR-505,4998,2026-02-12,PENDING,Refunded,Delivery Audit Confirmed
ESC-31640,Order Purchase,ORD-11640,CUST-1640,STR-501,4998,2025-09-16,PENDING,Refunded,Delivery Audit Confirmed
ESC-31641,Order Purchase,ORD-11641,CUST-1641,STR-502,998,2026-04-29,2026-04-29,Released,Delivery Audit Confirmed
ESC-31642,Order Purchase,ORD-11642,CUST-1642,STR-503,1398,2025-10-25,2025-10-25,Released,Delivery Audit Confirmed
ESC-31643,Order Purchase,ORD-11643,CUST-1643,STR-504,2097,2026-04-05,2026-04-05,Released,Delivery Audit Confirmed
ESC-31644,Order Purchase,ORD-11644,CUST-1644,STR-505,6998,2025-06-14,2025-06-14,Released,Delivery Audit Confirmed
ESC-31645,Order Purchase,ORD-11645,CUST-1645,STR-501,999,2025-12-06,2025-12-06,Released,Delivery Audit Confirmed
ESC-31646,Order Purchase,ORD-11646,CUST-1646,STR-502,2998,2025-09-20,2025-09-20,Released,Delivery Audit Confirmed
ESC-31647,Order Purchase,ORD-11647,CUST-1647,STR-503,1398,2026-03-05,2026-03-05,Released,Delivery Audit Confirmed
ESC-31648,Order Purchase,ORD-11648,CUST-1648,STR-504,6998,2025-07-14,PENDING,Refunded,Delivery Audit Confirmed
ESC-31649,Order Purchase,ORD-11649,CUST-1649,STR-505,4998,2025-04-28,PENDING,Held,Delivery Audit Confirmed
ESC-31650,Order Purchase,ORD-11650,CUST-1650,STR-501,13996,2026-03-09,2026-03-09,Released,Delivery Audit Confirmed
ESC-31651,Order Purchase,ORD-11651,CUST-1651,STR-502,499,2026-01-18,2026-01-18,Released,Delivery Audit Confirmed
ESC-31652,Order Purchase,ORD-11652,CUST-1652,STR-503,2997,2026-04-21,2026-04-21,Released,Delivery Audit Confirmed
ESC-31653,Order Purchase,ORD-11653,CUST-1653,STR-504,13996,2026-02-21,2026-02-21,Released,Delivery Audit Confirmed
ESC-31654,Order Purchase,ORD-11654,CUST-1654,STR-505,1497,2025-05-02,2025-05-02,Released,Delivery Audit Confirmed
ESC-31655,Order Purchase,ORD-11655,CUST-1655,STR-501,6998,2025-07-19,2025-07-19,Released,Delivery Audit Confirmed
ESC-31656,Order Purchase,ORD-11656,CUST-1656,STR-502,999,2025-05-17,PENDING,Refunded,Delivery Audit Confirmed
ESC-31657,Order Purchase,ORD-11657,CUST-1657,STR-503,4497,2025-12-25,PENDING,Refunded,Delivery Audit Confirmed
ESC-31658,Order Purchase,ORD-11658,CUST-1658,STR-504,2097,2025-04-20,2025-04-20,Released,Delivery Audit Confirmed
ESC-31659,Order Purchase,ORD-11659,CUST-1659,STR-505,2998,2026-04-20,2026-04-20,Released,Delivery Audit Confirmed
ESC-31660,Order Purchase,ORD-11660,CUST-1660,STR-501,2997,2025-01-20,2025-01-20,Released,Delivery Audit Confirmed
ESC-31661,Order Purchase,ORD-11661,CUST-1661,STR-502,1996,2026-06-04,2026-06-04,Released,Delivery Audit Confirmed
ESC-31662,Order Purchase,ORD-11662,CUST-1662,STR-503,10497,2025-07-02,2025-07-02,Released,Delivery Audit Confirmed
ESC-31663,Order Purchase,ORD-11663,CUST-1663,STR-504,7497,2025-07-05,2025-07-05,Released,Delivery Audit Confirmed
ESC-31664,Order Purchase,ORD-11664,CUST-1664,STR-505,9996,2025-04-01,2025-04-01,Released,Delivery Audit Confirmed
ESC-31665,Order Purchase,ORD-11665,CUST-1665,STR-501,3996,2026-04-24,2026-04-24,Released,Delivery Audit Confirmed
ESC-31666,Order Purchase,ORD-11666,CUST-1666,STR-502,1996,2026-01-01,2026-01-01,Released,Delivery Audit Confirmed
ESC-31667,Order Purchase,ORD-11667,CUST-1667,STR-503,13996,2025-04-30,2025-04-30,Released,Delivery Audit Confirmed
ESC-31668,Order Purchase,ORD-11668,CUST-1668,STR-504,1998,2026-01-20,2026-01-20,Released,Delivery Audit Confirmed
ESC-31669,Order Purchase,ORD-11669,CUST-1669,STR-505,998,2026-06-04,2026-06-04,Released,Delivery Audit Confirmed
ESC-31670,Order Purchase,ORD-11670,CUST-1670,STR-501,9996,2025-09-10,2025-09-10,Released,Delivery Audit Confirmed
ESC-31671,Order Purchase,ORD-11671,CUST-1671,STR-502,13996,2025-02-19,2025-02-19,Released,Delivery Audit Confirmed
ESC-31672,Order Purchase,ORD-11672,CUST-1672,STR-503,4998,2026-06-16,2026-06-16,Released,Delivery Audit Confirmed
ESC-31673,Order Purchase,ORD-11673,CUST-1673,STR-504,5996,2025-09-22,2025-09-22,Released,Delivery Audit Confirmed
ESC-31674,Order Purchase,ORD-11674,CUST-1674,STR-505,3499,2025-02-22,2025-02-22,Released,Delivery Audit Confirmed
ESC-31675,Order Purchase,ORD-11675,CUST-1675,STR-501,13996,2025-11-01,2025-11-01,Released,Delivery Audit Confirmed
ESC-31676,Order Purchase,ORD-11676,CUST-1676,STR-502,2796,2026-02-17,2026-02-17,Released,Delivery Audit Confirmed
ESC-31677,Order Purchase,ORD-11677,CUST-1677,STR-503,3499,2026-04-08,PENDING,Refunded,Delivery Audit Confirmed
ESC-31678,Order Purchase,ORD-11678,CUST-1678,STR-504,10497,2026-06-12,2026-06-12,Released,Delivery Audit Confirmed
ESC-31679,Order Purchase,ORD-11679,CUST-1679,STR-505,3996,2025-02-25,2025-02-25,Released,Delivery Audit Confirmed
ESC-31680,Order Purchase,ORD-11680,CUST-1680,STR-501,1499,2025-12-04,PENDING,Refunded,Delivery Audit Confirmed
ESC-31681,Order Purchase,ORD-11681,CUST-1681,STR-502,1499,2026-05-16,2026-05-16,Released,Delivery Audit Confirmed
ESC-31682,Order Purchase,ORD-11682,CUST-1682,STR-503,1499,2025-07-17,2025-07-17,Released,Delivery Audit Confirmed
ESC-31683,Order Purchase,ORD-11683,CUST-1683,STR-504,2997,2025-07-15,2025-07-15,Released,Delivery Audit Confirmed
ESC-31684,Order Purchase,ORD-11684,CUST-1684,STR-505,2097,2025-07-13,2025-07-13,Released,Delivery Audit Confirmed
ESC-31685,Order Purchase,ORD-11685,CUST-1685,STR-501,3996,2025-08-18,2025-08-18,Released,Delivery Audit Confirmed
ESC-31686,Order Purchase,ORD-11686,CUST-1686,STR-502,1998,2025-05-02,2025-05-02,Released,Delivery Audit Confirmed
ESC-31687,Order Purchase,ORD-11687,CUST-1687,STR-503,999,2025-10-02,PENDING,Held,Delivery Audit Confirmed
ESC-31688,Order Purchase,ORD-11688,CUST-1688,STR-504,699,2026-01-12,2026-01-12,Released,Delivery Audit Confirmed
ESC-31689,Order Purchase,ORD-11689,CUST-1689,STR-505,2997,2025-03-17,PENDING,Refunded,Delivery Audit Confirmed
ESC-31690,Order Purchase,ORD-11690,CUST-1690,STR-501,5996,2026-01-05,2026-01-05,Released,Delivery Audit Confirmed
ESC-31691,Order Purchase,ORD-11691,CUST-1691,STR-502,13996,2025-04-06,2025-04-06,Released,Delivery Audit Confirmed
ESC-31692,Order Purchase,ORD-11692,CUST-1692,STR-503,4998,2025-04-16,2025-04-16,Released,Delivery Audit Confirmed
ESC-31693,Order Purchase,ORD-11693,CUST-1693,STR-504,2997,2025-01-28,2025-01-28,Released,Delivery Audit Confirmed
ESC-31694,Order Purchase,ORD-11694,CUST-1694,STR-505,7497,2026-01-15,2026-01-15,Released,Delivery Audit Confirmed
ESC-31695,Order Purchase,ORD-11695,CUST-1695,STR-501,5996,2025-12-07,PENDING,Refunded,Delivery Audit Confirmed
ESC-31696,Order Purchase,ORD-11696,CUST-1696,STR-502,999,2026-05-15,2026-05-15,Released,Delivery Audit Confirmed
ESC-31697,Order Purchase,ORD-11697,CUST-1697,STR-503,2998,2026-02-14,2026-02-14,Released,Delivery Audit Confirmed
ESC-31698,Order Purchase,ORD-11698,CUST-1698,STR-504,2997,2025-03-05,2025-03-05,Released,Delivery Audit Confirmed
ESC-31699,Order Purchase,ORD-11699,CUST-1699,STR-505,10497,2026-04-19,2026-04-19,Released,Delivery Audit Confirmed
ESC-31700,Order Purchase,ORD-11700,CUST-1700,STR-501,1499,2025-08-02,PENDING,Held,Delivery Audit Confirmed
ESC-31701,Order Purchase,ORD-11701,CUST-1701,STR-502,6998,2025-03-17,2025-03-17,Released,Delivery Audit Confirmed
ESC-31702,Order Purchase,ORD-11702,CUST-1702,STR-503,998,2026-01-22,2026-01-22,Released,Delivery Audit Confirmed
ESC-31703,Order Purchase,ORD-11703,CUST-1703,STR-504,499,2025-06-13,PENDING,Held,Delivery Audit Confirmed
ESC-31704,Order Purchase,ORD-11704,CUST-1704,STR-505,6998,2025-05-09,2025-05-09,Released,Delivery Audit Confirmed
ESC-31705,Order Purchase,ORD-11705,CUST-1705,STR-501,999,2025-10-14,2025-10-14,Released,Delivery Audit Confirmed
ESC-31706,Order Purchase,ORD-11706,CUST-1706,STR-502,2796,2025-11-28,2025-11-28,Released,Delivery Audit Confirmed
ESC-31707,Order Purchase,ORD-11707,CUST-1707,STR-503,499,2025-06-12,PENDING,Refunded,Delivery Audit Confirmed
ESC-31708,Order Purchase,ORD-11708,CUST-1708,STR-504,7497,2026-03-02,2026-03-02,Released,Delivery Audit Confirmed
ESC-31709,Order Purchase,ORD-11709,CUST-1709,STR-505,13996,2026-02-23,PENDING,Held,Delivery Audit Confirmed
ESC-31710,Order Purchase,ORD-11710,CUST-1710,STR-501,4497,2025-09-21,2025-09-21,Released,Delivery Audit Confirmed
ESC-31711,Order Purchase,ORD-11711,CUST-1711,STR-502,1497,2026-05-22,2026-05-22,Released,Delivery Audit Confirmed
ESC-31712,Order Purchase,ORD-11712,CUST-1712,STR-503,1996,2025-11-22,2025-11-22,Released,Delivery Audit Confirmed
ESC-31713,Order Purchase,ORD-11713,CUST-1713,STR-504,2499,2025-11-10,2025-11-10,Released,Delivery Audit Confirmed
ESC-31714,Order Purchase,ORD-11714,CUST-1714,STR-505,3996,2025-05-31,2025-05-31,Released,Delivery Audit Confirmed
ESC-31715,Order Purchase,ORD-11715,CUST-1715,STR-501,1996,2026-05-20,2026-05-20,Released,Delivery Audit Confirmed
ESC-31716,Order Purchase,ORD-11716,CUST-1716,STR-502,3499,2026-06-12,2026-06-12,Released,Delivery Audit Confirmed
ESC-31717,Order Purchase,ORD-11717,CUST-1717,STR-503,2998,2026-01-12,PENDING,Held,Delivery Audit Confirmed
ESC-31718,Order Purchase,ORD-11718,CUST-1718,STR-504,1497,2026-01-05,PENDING,Held,Delivery Audit Confirmed
ESC-31719,Order Purchase,ORD-11719,CUST-1719,STR-505,2499,2025-01-19,2025-01-19,Released,Delivery Audit Confirmed
ESC-31720,Order Purchase,ORD-11720,CUST-1720,STR-501,5996,2025-05-02,2025-05-02,Released,Delivery Audit Confirmed
ESC-31721,Order Purchase,ORD-11721,CUST-1721,STR-502,3996,2025-04-16,2025-04-16,Released,Delivery Audit Confirmed
ESC-31722,Order Purchase,ORD-11722,CUST-1722,STR-503,5996,2026-01-17,2026-01-17,Released,Delivery Audit Confirmed
ESC-31723,Order Purchase,ORD-11723,CUST-1723,STR-504,499,2025-03-10,2025-03-10,Released,Delivery Audit Confirmed
ESC-31724,Order Purchase,ORD-11724,CUST-1724,STR-505,999,2026-01-06,2026-01-06,Released,Delivery Audit Confirmed
ESC-31725,Order Purchase,ORD-11725,CUST-1725,STR-501,998,2026-04-30,2026-04-30,Released,Delivery Audit Confirmed
ESC-31726,Order Purchase,ORD-11726,CUST-1726,STR-502,7497,2025-06-26,2025-06-26,Released,Delivery Audit Confirmed
ESC-31727,Order Purchase,ORD-11727,CUST-1727,STR-503,7497,2025-08-24,2025-08-24,Released,Delivery Audit Confirmed
ESC-31728,Order Purchase,ORD-11728,CUST-1728,STR-504,998,2025-06-04,2025-06-04,Released,Delivery Audit Confirmed
ESC-31729,Order Purchase,ORD-11729,CUST-1729,STR-505,3499,2025-08-05,PENDING,Refunded,Delivery Audit Confirmed
ESC-31730,Order Purchase,ORD-11730,CUST-1730,STR-501,13996,2025-08-24,2025-08-24,Released,Delivery Audit Confirmed
ESC-31731,Order Purchase,ORD-11731,CUST-1731,STR-502,4497,2025-01-05,2025-01-05,Released,Delivery Audit Confirmed
ESC-31732,Order Purchase,ORD-11732,CUST-1732,STR-503,999,2026-06-18,2026-06-18,Released,Delivery Audit Confirmed
ESC-31733,Order Purchase,ORD-11733,CUST-1733,STR-504,10497,2026-05-31,2026-05-31,Released,Delivery Audit Confirmed
ESC-31734,Order Purchase,ORD-11734,CUST-1734,STR-505,2796,2025-01-28,2025-01-28,Released,Delivery Audit Confirmed
ESC-31735,Order Purchase,ORD-11735,CUST-1735,STR-501,499,2025-05-29,2025-05-29,Released,Delivery Audit Confirmed
ESC-31736,Order Purchase,ORD-11736,CUST-1736,STR-502,4497,2026-01-16,2026-01-16,Released,Delivery Audit Confirmed
ESC-31737,Order Purchase,ORD-11737,CUST-1737,STR-503,1996,2025-09-06,2025-09-06,Released,Delivery Audit Confirmed
ESC-31738,Order Purchase,ORD-11738,CUST-1738,STR-504,499,2025-10-09,2025-10-09,Released,Delivery Audit Confirmed
ESC-31739,Order Purchase,ORD-11739,CUST-1739,STR-505,998,2025-06-08,2025-06-08,Released,Delivery Audit Confirmed
ESC-31740,Order Purchase,ORD-11740,CUST-1740,STR-501,3499,2026-06-14,PENDING,Refunded,Delivery Audit Confirmed
ESC-31741,Order Purchase,ORD-11741,CUST-1741,STR-502,1996,2025-10-14,2025-10-14,Released,Delivery Audit Confirmed
ESC-31742,Order Purchase,ORD-11742,CUST-1742,STR-503,10497,2026-05-09,2026-05-09,Released,Delivery Audit Confirmed
ESC-31743,Order Purchase,ORD-11743,CUST-1743,STR-504,7497,2026-04-15,2026-04-15,Released,Delivery Audit Confirmed
ESC-31744,Order Purchase,ORD-11744,CUST-1744,STR-505,2998,2025-10-05,2025-10-05,Released,Delivery Audit Confirmed
ESC-31745,Order Purchase,ORD-11745,CUST-1745,STR-501,2997,2026-06-22,2026-06-22,Released,Delivery Audit Confirmed
ESC-31746,Order Purchase,ORD-11746,CUST-1746,STR-502,499,2025-03-12,PENDING,Refunded,Delivery Audit Confirmed
ESC-31747,Order Purchase,ORD-11747,CUST-1747,STR-503,2998,2025-05-20,PENDING,Refunded,Delivery Audit Confirmed
ESC-31748,Order Purchase,ORD-11748,CUST-1748,STR-504,1998,2025-12-07,2025-12-07,Released,Delivery Audit Confirmed
ESC-31749,Order Purchase,ORD-11749,CUST-1749,STR-505,2997,2025-06-06,2025-06-06,Released,Delivery Audit Confirmed
ESC-31750,Order Purchase,ORD-11750,CUST-1750,STR-501,9996,2025-05-02,2025-05-02,Released,Delivery Audit Confirmed
ESC-31751,Order Purchase,ORD-11751,CUST-1751,STR-502,7497,2026-04-22,PENDING,Held,Delivery Audit Confirmed
ESC-31752,Order Purchase,ORD-11752,CUST-1752,STR-503,13996,2025-02-05,PENDING,Refunded,Delivery Audit Confirmed
ESC-31753,Order Purchase,ORD-11753,CUST-1753,STR-504,2998,2025-09-05,PENDING,Refunded,Delivery Audit Confirmed
ESC-31754,Order Purchase,ORD-11754,CUST-1754,STR-505,2499,2025-06-30,2025-06-30,Released,Delivery Audit Confirmed
ESC-31755,Order Purchase,ORD-11755,CUST-1755,STR-501,699,2026-03-05,2026-03-05,Released,Delivery Audit Confirmed
ESC-31756,Order Purchase,ORD-11756,CUST-1756,STR-502,9996,2025-08-03,2025-08-03,Released,Delivery Audit Confirmed
ESC-31757,Order Purchase,ORD-11757,CUST-1757,STR-503,2997,2026-03-03,2026-03-03,Released,Delivery Audit Confirmed
ESC-31758,Order Purchase,ORD-11758,CUST-1758,STR-504,1497,2025-12-29,2025-12-29,Released,Delivery Audit Confirmed
ESC-31759,Order Purchase,ORD-11759,CUST-1759,STR-505,5996,2025-05-23,PENDING,Refunded,Delivery Audit Confirmed
ESC-31760,Order Purchase,ORD-11760,CUST-1760,STR-501,6998,2026-06-23,2026-06-23,Released,Delivery Audit Confirmed
ESC-31761,Order Purchase,ORD-11761,CUST-1761,STR-502,3499,2025-06-07,2025-06-07,Released,Delivery Audit Confirmed
ESC-31762,Order Purchase,ORD-11762,CUST-1762,STR-503,699,2025-06-21,PENDING,Held,Delivery Audit Confirmed
ESC-31763,Order Purchase,ORD-11763,CUST-1763,STR-504,2097,2026-01-26,2026-01-26,Released,Delivery Audit Confirmed
ESC-31764,Order Purchase,ORD-11764,CUST-1764,STR-505,4998,2025-12-13,2025-12-13,Released,Delivery Audit Confirmed
